m,TagName,
"2020-12-01 00:00:00","c","2651"
"2020-12-01 00:00:00","c#","5745"
"2020-12-01 00:00:00","c++","4451"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7834"
"2020-12-01 00:00:00","javascript","16032"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4800"
"2020-12-01 00:00:00","python","22228"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2100"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2570"
"2021-01-01 00:00:00","c#","6196"
"2021-01-01 00:00:00","c++","4107"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8044"
"2021-01-01 00:00:00","javascript","16885"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4754"
"2021-01-01 00:00:00","python","22897"
"2021-01-01 00:00:00","r","4341"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2320"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2242"
"2021-02-01 00:00:00","c#","5810"
"2021-02-01 00:00:00","c++","4099"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","571"
"2021-02-01 00:00:00","java","7596"
"2021-02-01 00:00:00","javascript","15296"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4376"
"2021-02-01 00:00:00","python","21418"
"2021-02-01 00:00:00","r","4330"
"2021-02-01 00:00:00","ruby","531"
"2021-02-01 00:00:00","swift","2264"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2488"
"2021-03-01 00:00:00","c#","6402"
"2021-03-01 00:00:00","c++","4309"
"2021-03-01 00:00:00","delphi","256"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8677"
"2021-03-01 00:00:00","javascript","16775"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4754"
"2021-03-01 00:00:00","python","23944"
"2021-03-01 00:00:00","r","5182"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2388"
"2021-04-01 00:00:00","assembly","321"
"2021-04-01 00:00:00","c","2301"
"2021-04-01 00:00:00","c#","5911"
"2021-04-01 00:00:00","c++","3949"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7937"
"2021-04-01 00:00:00","javascript","15866"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4325"
"2021-04-01 00:00:00","python","22728"
"2021-04-01 00:00:00","r","4802"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2114"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2093"
"2021-05-01 00:00:00","c#","5759"
"2021-05-01 00:00:00","c++","4195"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","644"
"2021-05-01 00:00:00","java","7976"
"2021-05-01 00:00:00","javascript","15830"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4253"
"2021-05-01 00:00:00","python","22476"
"2021-05-01 00:00:00","r","4671"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1869"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1872"
"2021-06-01 00:00:00","c#","5637"
"2021-06-01 00:00:00","c++","3833"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7608"
"2021-06-01 00:00:00","javascript","15032"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4092"
"2021-06-01 00:00:00","python","20972"
"2021-06-01 00:00:00","r","4287"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1807"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1629"
"2021-07-01 00:00:00","c#","5221"
"2021-07-01 00:00:00","c++","3521"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6971"
"2021-07-01 00:00:00","javascript","14786"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3895"
"2021-07-01 00:00:00","python","20643"
"2021-07-01 00:00:00","r","4049"
"2021-07-01 00:00:00","ruby","446"
"2021-07-01 00:00:00","swift","1977"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1534"
"2021-08-01 00:00:00","c#","5127"
"2021-08-01 00:00:00","c++","3259"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","747"
"2021-08-01 00:00:00","java","6780"
"2021-08-01 00:00:00","javascript","14693"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3888"
"2021-08-01 00:00:00","python","19888"
"2021-08-01 00:00:00","r","4041"
"2021-08-01 00:00:00","ruby","448"
"2021-08-01 00:00:00","swift","1903"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1707"
"2021-09-01 00:00:00","c#","5071"
"2021-09-01 00:00:00","c++","3610"
"2021-09-01 00:00:00","delphi","136"
"2021-09-01 00:00:00","go","622"
"2021-09-01 00:00:00","java","6628"
"2021-09-01 00:00:00","javascript","14464"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3694"
"2021-09-01 00:00:00","python","19075"
"2021-09-01 00:00:00","r","3906"
"2021-09-01 00:00:00","ruby","447"
"2021-09-01 00:00:00","swift","1627"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2096"
"2021-10-01 00:00:00","c#","5298"
"2021-10-01 00:00:00","c++","3743"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","703"
"2021-10-01 00:00:00","java","6605"
"2021-10-01 00:00:00","javascript","13871"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3598"
"2021-10-01 00:00:00","python","19867"
"2021-10-01 00:00:00","r","4182"
"2021-10-01 00:00:00","ruby","416"
"2021-10-01 00:00:00","swift","1570"
"2021-11-01 00:00:00","assembly","299"
"2021-11-01 00:00:00","c","2289"
"2021-11-01 00:00:00","c#","6049"
"2021-11-01 00:00:00","c++","4012"
"2021-11-01 00:00:00","delphi","147"
"2021-11-01 00:00:00","go","685"
"2021-11-01 00:00:00","java","7759"
"2021-11-01 00:00:00","javascript","14935"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","3875"
"2021-11-01 00:00:00","python","22078"
"2021-11-01 00:00:00","r","4369"
"2021-11-01 00:00:00","ruby","424"
"2021-11-01 00:00:00","swift","1680"
"2021-12-01 00:00:00","assembly","284"
"2021-12-01 00:00:00","c","2239"
"2021-12-01 00:00:00","c#","5661"
"2021-12-01 00:00:00","c++","3840"
"2021-12-01 00:00:00","delphi","162"
"2021-12-01 00:00:00","go","764"
"2021-12-01 00:00:00","java","7479"
"2021-12-01 00:00:00","javascript","15198"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3696"
"2021-12-01 00:00:00","python","21899"
"2021-12-01 00:00:00","r","3908"
"2021-12-01 00:00:00","ruby","432"
"2021-12-01 00:00:00","swift","1653"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2052"
"2022-01-01 00:00:00","c#","5878"
"2022-01-01 00:00:00","c++","3857"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","785"
"2022-01-01 00:00:00","java","7642"
"2022-01-01 00:00:00","javascript","16159"
"2022-01-01 00:00:00","perl","129"
"2022-01-01 00:00:00","php","3953"
"2022-01-01 00:00:00","python","22486"
"2022-01-01 00:00:00","r","4235"
"2022-01-01 00:00:00","ruby","476"
"2022-01-01 00:00:00","swift","1973"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1775"
"2022-02-01 00:00:00","c#","5796"
"2022-02-01 00:00:00","c++","3460"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7230"
"2022-02-01 00:00:00","javascript","15356"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3685"
"2022-02-01 00:00:00","python","22482"
"2022-02-01 00:00:00","r","4327"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1868"
"2022-03-01 00:00:00","assembly","250"
"2022-03-01 00:00:00","c","2092"
"2022-03-01 00:00:00","c#","6454"
"2022-03-01 00:00:00","c++","3822"
"2022-03-01 00:00:00","delphi","132"
"2022-03-01 00:00:00","go","828"
"2022-03-01 00:00:00","java","8054"
"2022-03-01 00:00:00","javascript","16242"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3737"
"2022-03-01 00:00:00","python","24462"
"2022-03-01 00:00:00","r","5075"
"2022-03-01 00:00:00","ruby","526"
"2022-03-01 00:00:00","swift","2062"
"2022-04-01 00:00:00","assembly","265"
"2022-04-01 00:00:00","c","1859"
"2022-04-01 00:00:00","c#","5909"
"2022-04-01 00:00:00","c++","3836"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","754"
"2022-04-01 00:00:00","java","7794"
"2022-04-01 00:00:00","javascript","15909"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3790"
"2022-04-01 00:00:00","python","23474"
"2022-04-01 00:00:00","r","4765"
"2022-04-01 00:00:00","ruby","492"
"2022-04-01 00:00:00","swift","1766"
"2022-05-01 00:00:00","assembly","286"
"2022-05-01 00:00:00","c","1909"
"2022-05-01 00:00:00","c#","6257"
"2022-05-01 00:00:00","c++","3871"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","673"
"2022-05-01 00:00:00","java","7824"
"2022-05-01 00:00:00","javascript","16007"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3995"
"2022-05-01 00:00:00","python","23069"
"2022-05-01 00:00:00","r","4820"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1744"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1662"
"2022-06-01 00:00:00","c#","6071"
"2022-06-01 00:00:00","c++","3388"
"2022-06-01 00:00:00","delphi","126"
"2022-06-01 00:00:00","go","737"
"2022-06-01 00:00:00","java","7023"
"2022-06-01 00:00:00","javascript","15182"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3837"
"2022-06-01 00:00:00","python","22220"
"2022-06-01 00:00:00","r","4404"
"2022-06-01 00:00:00","ruby","480"
"2022-06-01 00:00:00","swift","1791"
"2022-07-01 00:00:00","assembly","210"
"2022-07-01 00:00:00","c","1497"
"2022-07-01 00:00:00","c#","5968"
"2022-07-01 00:00:00","c++","3268"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","745"
"2022-07-01 00:00:00","java","6633"
"2022-07-01 00:00:00","javascript","15211"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3787"
"2022-07-01 00:00:00","python","22516"
"2022-07-01 00:00:00","r","4197"
"2022-07-01 00:00:00","ruby","453"
"2022-07-01 00:00:00","swift","1756"
"2022-08-01 00:00:00","assembly","179"
"2022-08-01 00:00:00","c","1510"
"2022-08-01 00:00:00","c#","6360"
"2022-08-01 00:00:00","c++","3254"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","861"
"2022-08-01 00:00:00","java","6556"
"2022-08-01 00:00:00","javascript","15653"
"2022-08-01 00:00:00","perl","119"
"2022-08-01 00:00:00","php","3789"
"2022-08-01 00:00:00","python","22019"
"2022-08-01 00:00:00","r","4348"
"2022-08-01 00:00:00","ruby","478"
"2022-08-01 00:00:00","swift","1745"
"2022-09-01 00:00:00","assembly","192"
"2022-09-01 00:00:00","c","1673"
"2022-09-01 00:00:00","c#","5793"
"2022-09-01 00:00:00","c++","3125"
"2022-09-01 00:00:00","delphi","148"
"2022-09-01 00:00:00","go","845"
"2022-09-01 00:00:00","java","6355"
"2022-09-01 00:00:00","javascript","14458"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3431"
"2022-09-01 00:00:00","python","20410"
"2022-09-01 00:00:00","r","4035"
"2022-09-01 00:00:00","ruby","478"
"2022-09-01 00:00:00","swift","1825"
"2022-10-01 00:00:00","assembly","274"
"2022-10-01 00:00:00","c","2145"
"2022-10-01 00:00:00","c#","6213"
"2022-10-01 00:00:00","c++","3596"
"2022-10-01 00:00:00","delphi","157"
"2022-10-01 00:00:00","go","815"
"2022-10-01 00:00:00","java","7152"
"2022-10-01 00:00:00","javascript","15249"
"2022-10-01 00:00:00","perl","88"
"2022-10-01 00:00:00","php","3825"
"2022-10-01 00:00:00","python","23818"
"2022-10-01 00:00:00","r","4638"
"2022-10-01 00:00:00","ruby","443"
"2022-10-01 00:00:00","swift","1778"
